Subj	Date	SoundStim	arousal1.RT	arousal1.RESP	valence1.RT	valence1.RESP
10908	20111216	 722.wav	 2629	 6	 202	 4	
10908	20111216	 132.wav	 253	 4	 239	 4	
10908	20111216	 376.wav	 2987	 8	 242	 1	
10908	20111216	 714.wav	 406	 2	 265	 5	
10908	20111216	 221.wav	 196	 3	 192	 3	
10908	20111216	 700.wav	 1068	 5	 436	 5	
10908	20111216	 711.wav	 591	 1	 210	 9	
10908	20111216	 261.wav	 216	 2	 291	 7	
10908	20111216	 713.wav	 242	 1	 267	 9	
10908	20111216	 252.wav	 958	 2	 250	 8	
10908	20111216	 719.wav	 238	 1	 247	 9	
10908	20111216	 260.wav	 322	 2	 1072	 8	
10908	20111216	 220.wav	 355	 2	 1151	 2	
10908	20111216	 602.wav	 3452	 6	 241	 4	
10910	20120111	 260.wav	 6267	 4	 3389	 7	
10910	20120111	 171.wav	 3315	 5	 4998	 4	
10910	20120111	 424.wav	 3851	 3	 5907	 7	
10910	20120111	 711.wav	 3230	 3	 3832	 7	
10910	20120111	 224.wav	 3047	 4	 3972	 6	
10910	20120111	 358.wav	 4477	 5	 6836	 5	
10910	20120111	 276.wav	 2322	 3	 4785	 7	
10910	20120111	 289.wav	 3012	 4	 4478	 8	
10910	20120111	 366.wav	 3426	 5	 2906	 4	
10910	20120111	 728.wav	 5062	 5	 1698	 5	
10910	20120111	 374.wav	 2176	 5	 3003	 4	
10910	20120111	 802.wav	 3289	 4	 2544	 3	
10910	20120111	 110.wav	 2336	 4	 3144	 2	
10910	20120111	 241.wav	 2637	 4	 3646	 7	
10910	20120111	 624.wav	 3309	 4	 2772	 6	
10910	20120111	 723.wav	 1988	 4	 3304	 5	
10910	20120111	 717.wav	 2147	 3	 1213	 3	
10910	20120111	 221.wav	 2446	 5	 4771	 4	
10910	20120111	 277.wav	 1728	 3	 5230	 8	
10910	20120111	 311.wav	 1233	 4	 2446	 4	
10910	20120111	 816.wav	 2268	 4	 692	 3	
10910	20120111	 220.wav	 1552	 4	 1151	 3	
10910	20120111	 716.wav	 1963	 4	 364	 3	
10910	20120111	 627.wav	 2752	 5	 286	 5	
10910	20120111	 254.wav	 2851	 4	 4223	 5	
10910	20120111	 719.wav	 1948	 4	 1264	 5	
10910	20120111	 712.wav	 700	 4	 5270	 6	
10910	20120111	 322.wav	 1740	 4	 796	 4	
10910	20120111	 367.wav	 3005	 4	 490	 4	
10910	20120111	 261.wav	 331	 4	 664	 7	
10910	20120111	 244.wav	 2317	 4	 694	 7	
10910	20120111	 817.wav	 766	 4	 342	 3	
10910	20120111	 700.wav	 1738	 5	 463	 5	
10910	20120111	 502.wav	 2519	 4	 1332	 8	
10910	20120111	 375.wav	 4848	 5	 318	 5	
10910	20120111	 363.wav	 2968	 4	 306	 4	
10910	20120111	 368.wav	 1232	 4	 293	 4	
10910	20120111	 705.wav	 10039	 4	 4627	 4	
10910	20120111	 601.wav	 660	 4	 602	 3	
10910	20120111	 106.wav	 3309	 4	 1337	 7	
10910	20120111	 262.wav	 4919	 7	 1793	 5	
10910	20120111	 820.wav	 1245	 4	 279	 3	
10910	20120111	 115.wav	 3311	 4	 721	 7	
10910	20120111	 111.wav	 3162	 4	 539	 7	
10910	20120111	 352.wav	 1587	 4	 531	 3	
10910	20120111	 709.wav	 5788	 4	 2399	 7	
10910	20120111	 815.wav	 1285	 4	 348	 3	
10910	20120111	 714.wav	 2080	 4	 379	 6	
10910	20120111	 724.wav	 397	 5	 2715	 5	
10910	20120111	 353.wav	 1598	 4	 464	 3	
10910	20120111	 113.wav	 1819	 5	 910	 3	
10910	20120111	 360.wav	 2581	 4	 430	 4	
10910	20120111	 sarahordaz.wav	 703	 4	 1049	 3	
10910	20120111	 708.wav	 3869	 5	 1277	 5	
10910	20120111	 116.wav	 715	 4	 324	 6	
10910	20120111	 378.wav	 1230	 4	 1172	 4	
10910	20120111	 105.wav	 2145	 4	 331	 6	
10910	20120111	 355.wav	 2195	 4	 1041	 4	
10910	20120111	 422.wav	 1710	 4	 2279	 6	
10910	20120111	 376.wav	 1414	 5	 274	 5	
10910	20120111	 373.wav	 1386	 5	 317	 5	
10910	20120111	 382.wav	 5747	 4	 1518	 5	
10910	20120111	 296.wav	 2793	 4	 739	 8	
10910	20120111	 275.wav	 479	 3	 599	 8	
10910	20120111	 377.wav	 3775	 4	 507	 6	
10910	20120111	 132.wav	 762	 5	 401	 4	
10910	20120111	 284.wav	 2537	 4	 275	 7	
10910	20120111	 420.wav	 1609	 4	 421	 7	
10910	20120111	 722.wav	 1584	 5	 323	 4	
10910	20120111	 701.wav	 842	 4	 290	 5	
10910	20120111	 602.wav	 955	 5	 1549	 4	
10910	20120111	 415.wav	 1231	 4	 811	 4	
10910	20120111	 252.wav	 3565	 5	 382	 6	
10910	20120111	 713.wav	 530	 4	 414	 6	
10910	20120111	 226.wav	 4260	 5	 706	 4	
10910	20120111	 720.wav	 2124	 5	 650	 6	
10910	20120111	 255.wav	 999	 4	 3089	 9	
10910	20120111	 698.wav	 1365	 5	 226	 4	
10910	20120111	 365.wav	 1200	 4	 1035	 4	
10910	20120111	 170.wav	 5226	 5	 241	 5	
10910	20120111	 370.wav	 702	 4	 361	 4	
10910	20120111	 732.wav	 724	 4	 315	 6	
10910	20120111	 808.wav	 372	 4	 309	 3	
10910	20120111	 351.wav	 1498	 4	 394	 4	
10910	20120111	 626.wav	 2355	 4	 1172	 6	
10911	20120109	 377.wav	 2501	 5	 5743	 9	
10911	20120109	 378.wav	 3505	 4	 6371	 7	
10911	20120109	 624.wav	 3983	 7	 5043	 4	
10911	20120109	 115.wav	 3709	 8	 3526	 1	
10911	20120109	 717.wav	 3792	 3	 7485	 4	
10911	20120109	 363.wav	 3114	 5	 5554	 5	
10911	20120109	 724.wav	 1993	 5	 3993	 5	
10911	20120109	 226.wav	 1985	 1	 3643	 4	
10911	20120109	 116.wav	 5961	 8	 3556	 2	
10911	20120109	 370.wav	 2571	 5	 2268	 7	
10911	20120109	 627.wav	 5979	 4	 2021	 7	
10911	20120109	 424.wav	 964	 9	 1448	 3	
10911	20120109	 171.wav	 11167	 3	 1531	 9	
10911	20120109	 241.wav	 2298	 8	 3158	 5	
10911	20120109	 698.wav	 2656	 5	 926	 9	
10911	20120109	 708.wav	 2765	 4	 2525	 2	
10911	20120109	 712.wav	 6543	 7	 2588	 4	
10911	20120109	 352.wav	 17408	 5	 681	 5	
10911	20120109	 132.wav	 3975	 6	 2742	 6	
10911	20120109	 382.wav	 3104	 5	 2628	 6	
10911	20120109	 601.wav	 8464	 2	 1604	 4	
10911	20120109	 262.wav	 5613	 5	 2343	 1	
10911	20120109	 713.wav	 4045	 8	 408	 1	
10911	20120109	 106.wav	 3163	 9	 2011	 1	
10911	20120109	 709.wav	 3069	 9	 3977	 3	
10911	20120109	 626.wav	 3925	 5	 2162	 5	
10911	20120109	 365.wav	 1336	 1	 7219	 4	
10911	20120109	 602.wav	 5173	 5	 2578	 8	
10911	20120109	 276.wav	 2531	 9	 1406	 1	
10911	20120109	 376.wav	 5032	 5	 7530	 6	
10911	20120109	 360.wav	 2212	 7	 1780	 3	
10911	20120109	 817.wav	 718	 1	 2437	 2	
10911	20120109	 373.wav	 5141	 4	 6267	 4	
10911	20120109	 374.wav	 1166	 5	 986	 5	
10911	20120109	 820.wav	 1382	 1	 3040	 4	
10911	20120109	 289.wav	 2299	 9	 2895	 3	
10911	20120109	 816.wav	 987	 1	 725	 9	
10911	20120109	 351.wav	 1107	 1	 4800	 5	
10911	20120109	 sarahordaz.wav	 531	 1	 680	 9	
10911	20120109	 711.wav	 1513	 8	 4334	 3	
10911	20120109	 716.wav	 935	 3	 2076	 4	
10911	20120109	 255.wav	 1070	 9	 4347	 2	
10911	20120109	 105.wav	 2579	 9	 3139	 3	
10911	20120109	 220.wav	 536	 1	 85	 5	
10911	20120109	 277.wav	 4171	 5	 1497	 5	
10911	20120109	 261.wav	 6720	 9	 436	 3	
10911	20120109	 722.wav	 5137	 7	 13213	 4	
10911	20120109	 110.wav	 8849	 2	 12907	 4	
10911	20120109	 728.wav	 9755	 5	 2600	 5	
10911	20120109	 254.wav	 15607	 3	 6592	 4	
10911	20120109	 719.wav	 18178	 8	 3721	 3	
10911	20120109	 322.wav	 3355	 5	 1643	 6	
10911	20120109	 252.wav	 3140	 6	 6443	 7	
10911	20120109	 705.wav	 7804	 5	 5993	 5	
10911	20120109	 732.wav	 2319	 6	 10121	 5	
10911	20120109	 368.wav	 904	 5	 2357	 5	
10911	20120109	 353.wav	 989	 3	 680	 3	
10911	20120109	 170.wav	 2456	 3	 6276	 5	
10911	20120109	 701.wav	 7468	 5	 785	 5	
10911	20120109	 420.wav	 1019	 8	 285	 1	
10911	20120109	 113.wav	 1773	 5	 1679	 8	
10911	20120109	 355.wav	 3261	 4	 472	 4	
10911	20120109	 260.wav	 299	 9	 25758	 1	
10911	20120109	 700.wav	 14783	 5	 3052	 6	
10911	20120109	 358.wav	 601	 4	 7603	 4	
10911	20120109	 808.wav	 1541	 3	 417	 5	
10911	20120109	 714.wav	 684	 9	 2019	 3	
10911	20120109	 275.wav	 545	 9	 486	 1	
10911	20120109	 415.wav	 572	 1	 2448	 3	
10911	20120109	 502.wav	 3246	 7	 3850	 6	
10911	20120109	 375.wav	 524	 1	 1321	 4	
10911	20120109	 221.wav	 4751	 3	 5949	 7	
10911	20120109	 284.wav	 2225	 9	 11774	 2	
10911	20120109	 815.wav	 583	 1	 403	 1	
10911	20120109	 422.wav	 1110	 9	 340	 1	
10911	20120109	 224.wav	 5	 1	 2104	 4	
10911	20120109	 111.wav	 1868	 5	 2331	 5	
10911	20120109	 311.wav	 998	 1	 1952	 5	
10911	20120109	 366.wav	 3458	 3	 2421	 5	
10911	20120109	 367.wav	 5374	 5	 2026	 5	
10911	20120109	 244.wav	 667	 9	 4618	 5	
10911	20120109	 723.wav	 5036	 5	 1495	 5	
10911	20120109	 802.wav	 5169	 5	 3294	 5	
10911	20120109	 720.wav	 1729	 5	 1446	 5	
10911	20120109	 296.wav	 1329	 9	 10188	 3	
10912	20120104	 424.wav	 1397	 4	 6583	 5	
10912	20120104	 713.wav	 4742	 5	 9716	 5	
10912	20120104	 626.wav	 888	 5	 615	 5	
10912	20120104	 254.wav	 1327	 5	 435	 3	
10912	20120104	 368.wav	 941	 4	 1121	 6	
10912	20120104	 602.wav	 479	 5	 784	 5	
10912	20120104	 624.wav	 2114	 3	 303	 3	
10912	20120104	 224.wav	 1659	 5	 1233	 6	
10912	20120104	 106.wav	 1281	 4	 512	 5	
10912	20120104	 717.wav	 398	 4	 426	 4	
10912	20120104	 376.wav	 517	 5	 373	 6	
10912	20120104	 260.wav	 1045	 6	 2038	 7	
10912	20120104	 277.wav	 600	 5	 276	 5	
10912	20120104	 808.wav	 599	 4	 289	 4	
10912	20120104	 284.wav	 3168	 5	 601	 6	
10912	20120104	 289.wav	 1916	 5	 400	 5	
10912	20120104	 709.wav	 1093	 5	 2243	 9	
10912	20120104	 355.wav	 1122	 4	 295	 4	
10912	20120104	 353.wav	 1462	 6	 414	 6	
10912	20120104	 705.wav	 739	 6	 431	 6	
10912	20120104	 377.wav	 5177	 6	 462	 4	
10912	20120104	 719.wav	 2081	 5	 325	 7	
10912	20120104	 255.wav	 476	 5	 475	 7	
10912	20120104	 716.wav	 878	 4	 1197	 3	
10912	20120104	 105.wav	 2582	 4	 303	 3	
10912	20120104	 627.wav	 2213	 7	 317	 5	
10912	20120104	 817.wav	 1865	 4	 487	 4	
10912	20120104	 370.wav	 400	 5	 228	 5	
10912	20120104	 111.wav	 306	 5	 241	 5	
10912	20120104	 724.wav	 399	 5	 283	 5	
10912	20120104	 698.wav	 290	 5	 291	 5	
10912	20120104	 712.wav	 1450	 3	 290	 5	
10912	20120104	 420.wav	 6470	 5	 285	 6	
10912	20120104	 352.wav	 542	 5	 292	 5	
10912	20120104	 820.wav	 2179	 5	 323	 5	
10912	20120104	 366.wav	 4176	 5	 294	 5	
10912	20120104	 244.wav	 1660	 5	 1971	 6	
10912	20120104	 276.wav	 889	 5	 1464	 6	
10912	20120104	 296.wav	 879	 5	 287	 7	
10912	20120104	 601.wav	 1995	 4	 267	 4	
10912	20120104	 132.wav	 341	 5	 322	 5	
10912	20120104	 241.wav	 542	 5	 315	 5	
10912	20120104	 226.wav	 333	 5	 347	 5	
10912	20120104	 373.wav	 887	 5	 341	 5	
10912	20120104	 711.wav	 2774	 5	 287	 5	
10912	20120104	 sarahordaz.wav	 3150	 8	 4207	 3	
10912	20120104	 171.wav	 842	 7	 2035	 5	
10912	20120104	 358.wav	 359	 5	 304	 5	
10912	20120104	 275.wav	 552	 4	 301	 5	
10912	20120104	 708.wav	 1627	 5	 372	 5	
10912	20120104	 722.wav	 1167	 5	 851	 5	
10912	20120104	 252.wav	 410	 5	 277	 6	
10912	20120104	 714.wav	 545	 5	 247	 5	
10912	20120104	 815.wav	 816	 4	 554	 2	
10912	20120104	 220.wav	 975	 4	 298	 3	
10912	20120104	 360.wav	 309	 5	 1291	 4	
10912	20120104	 322.wav	 742	 5	 291	 5	
10912	20120104	 311.wav	 311	 5	 390	 5	
10912	20120104	 365.wav	 759	 5	 316	 5	
10912	20120104	 700.wav	 352	 5	 277	 5	
10912	20120104	 732.wav	 317	 5	 276	 5	
10912	20120104	 802.wav	 413	 5	 281	 5	
10912	20120104	 375.wav	 442	 5	 324	 5	
10912	20120104	 415.wav	 645	 5	 886	 4	
10912	20120104	 720.wav	 357	 5	 234	 5	
10912	20120104	 378.wav	 2086	 5	 227	 5	
10912	20120104	 261.wav	 349	 5	 530	 6	
10912	20120104	 502.wav	 310	 5	 532	 6	
10912	20120104	 367.wav	 704	 5	 310	 4	
10912	20120104	 363.wav	 338	 5	 456	 5	
10912	20120104	 374.wav	 1295	 5	 398	 5	
10912	20120104	 701.wav	 4230	 4	 2658	 5	
10912	20120104	 262.wav	 2023	 7	 589	 6	
10912	20120104	 170.wav	 580	 5	 257	 5	
10912	20120104	 110.wav	 357	 5	 306	 4	
10912	20120104	 351.wav	 408	 5	 314	 5	
10912	20120104	 422.wav	 464	 5	 336	 5	
10912	20120104	 113.wav	 484	 5	 331	 5	
10912	20120104	 115.wav	 325	 5	 291	 6	
10912	20120104	 116.wav	 270	 5	 318	 7	
10912	20120104	 221.wav	 422	 5	 353	 6	
10912	20120104	 723.wav	 304	 5	 342	 5	
10912	20120104	 382.wav	 327	 5	 614	 6	
10912	20120104	 816.wav	 316	 6	 412	 4	
10912	20120104	 728.wav	 419	 5	 454	 5	
10913	20120117	 378.wav	 3487	 4	 4402	 4	
10913	20120117	 374.wav	 4780	 3	 4736	 6	
10913	20120117	 376.wav	 5620	 6	 1582	 4	
10913	20120117	 322.wav	 3274	 6	 1501	 4	
10913	20120117	 717.wav	 3890	 7	 5500	 5	
10913	20120117	 360.wav	 2463	 2	 1604	 4	
10913	20120117	 289.wav	 5106	 5	 1972	 4	
10913	20120117	 296.wav	 3355	 5	 5131	 4	
10913	20120117	 712.wav	 3641	 8	 1509	 3	
10913	20120117	 113.wav	 5226	 4	 4693	 7	
10913	20120117	 116.wav	 4659	 4	 2556	 3	
10913	20120117	 171.wav	 3978	 3	 2000	 5	
10913	20120117	 502.wav	 2542	 8	 4264	 3	
10913	20120117	 820.wav	 1024	 2	 4967	 3	
10913	20120117	 375.wav	 2836	 4	 1522	 5	
10913	20120117	 728.wav	 5547	 5	 1864	 5	
10913	20120117	 277.wav	 7310	 5	 4265	 5	
10913	20120117	 260.wav	 4399	 8	 3044	 3	
10913	20120117	 365.wav	 3746	 4	 1793	 4	
10913	20120117	 420.wav	 3945	 8	 4616	 4	
10913	20120117	 714.wav	 3704	 7	 6672	 5	
10913	20120117	 220.wav	 7103	 5	 5651	 4	
10913	20120117	 355.wav	 4165	 6	 3020	 4	
10913	20120117	 424.wav	 10264	 7	 4108	 3	
10913	20120117	 817.wav	 3533	 2	 6525	 3	
10913	20120117	 226.wav	 3247	 4	 2587	 5	
10913	20120117	 363.wav	 1020	 4	 2869	 4	
10913	20120117	 722.wav	 4066	 5	 4292	 7	
10913	20120117	 382.wav	 10368	 5	 5796	 6	
10913	20120117	 252.wav	 1638	 7	 2749	 4	
10913	20120117	 221.wav	 2234	 4	 1362	 4	
10913	20120117	 111.wav	 4481	 6	 2243	 4	
10913	20120117	 255.wav	 6903	 7	 4899	 5	
10913	20120117	 802.wav	 5511	 4	 1837	 4	
10913	20120117	 627.wav	 2882	 6	 2903	 7	
10913	20120117	 351.wav	 4668	 4	 5045	 5	
10913	20120117	 275.wav	 5682	 6	 6928	 3	
10913	20120117	 244.wav	 2283	 7	 4032	 2	
10913	20120117	 105.wav	 1999	 4	 3639	 6	
10913	20120117	 367.wav	 2713	 6	 4676	 4	
10913	20120117	 720.wav	 3408	 6	 2637	 7	
10913	20120117	 370.wav	 4210	 4	 2398	 4	
10913	20120117	 224.wav	 2630	 4	 2309	 4	
10913	20120117	 713.wav	 7742	 6	 1056	 4	
10913	20120117	 377.wav	 2579	 3	 1875	 7	
10913	20120117	 261.wav	 2688	 7	 2485	 4	
10913	20120117	 sarahordaz.wav	 1935	 3	 2962	 5	
10913	20120117	 815.wav	 2330	 2	 1852	 3	
10913	20120117	 701.wav	 1766	 5	 1633	 4	
10913	20120117	 624.wav	 1860	 6	 1402	 4	
10913	20120117	 723.wav	 2843	 7	 1897	 4	
10913	20120117	 724.wav	 2776	 5	 2255	 6	
10913	20120117	 698.wav	 3010	 4	 2168	 4	
10913	20120117	 719.wav	 5306	 8	 2121	 3	
10913	20120117	 284.wav	 3142	 9	 2119	 2	
10913	20120117	 808.wav	 5324	 5	 6137	 5	
10913	20120117	 241.wav	 592	 6	 1779	 5	
10913	20120117	 422.wav	 6002	 6	 1333	 4	
10913	20120117	 368.wav	 2950	 5	 1575	 5	
10913	20120117	 352.wav	 4089	 5	 2090	 5	
10913	20120117	 106.wav	 2832	 6	 415	 4	
10913	20120117	 276.wav	 1930	 7	 1309	 3	
10913	20120117	 353.wav	 7021	 5	 2709	 5	
10913	20120117	 700.wav	 2623	 6	 1093	 6	
10913	20120117	 254.wav	 5078	 6	 1522	 7	
10913	20120117	 170.wav	 3912	 4	 2041	 5	
10913	20120117	 110.wav	 3368	 4	 1785	 5	
10913	20120117	 601.wav	 1834	 7	 1586	 5	
10913	20120117	 732.wav	 8163	 6	 1364	 5	
10913	20120117	 311.wav	 6976	 5	 2082	 5	
10913	20120117	 366.wav	 1105	 7	 3294	 5	
10913	20120117	 602.wav	 3002	 5	 657	 7	
10913	20120117	 705.wav	 2321	 4	 621	 5	
10913	20120117	 115.wav	 2030	 3	 1157	 4	
10913	20120117	 816.wav	 1632	 4	 2568	 4	
10913	20120117	 709.wav	 3616	 5	 6005	 3	
10913	20120117	 711.wav	 3566	 7	 2110	 3	
10913	20120117	 415.wav	 6383	 5	 1297	 5	
10913	20120117	 626.wav	 2295	 5	 259	 4	
10913	20120117	 132.wav	 3603	 3	 3801	 4	
10913	20120117	 373.wav	 5063	 2	 3184	 3	
10913	20120117	 708.wav	 960	 5	 3523	 8	
10913	20120117	 358.wav	 3498	 7	 2812	 4	
10913	20120117	 262.wav	 3725	 5	 2445	 8	
10913	20120117	 716.wav	 1121	 7	 4038	 5	
10914	20120104	 370.wav	 15353	 4	 2478	 3	
10914	20120104	 382.wav	 2467	 3	 5031	 3	
10914	20120104	 106.wav	 7004	 3	 2630	 4	
10914	20120104	 709.wav	 4163	 3	 2994	 7	
10914	20120104	 626.wav	 9817	 4	 2180	 6	
10914	20120104	 244.wav	 4165	 5	 1796	 7	
10914	20120104	 723.wav	 9062	 5	 553	 5	
10914	20120104	 351.wav	 9311	 4	 1112	 3	
10914	20120104	 358.wav	 772	 5	 352	 5	
10914	20120104	 415.wav	 3405	 3	 5498	 4	
10914	20120104	 365.wav	 7288	 3	 2389	 4	
10914	20120104	 716.wav	 3222	 2	 1828	 3	
10914	20120104	 254.wav	 1957	 3	 672	 4	
10914	20120104	 220.wav	 1449	 3	 601	 1	
10914	20120104	 714.wav	 3311	 5	 1594	 6	
10914	20120104	 284.wav	 4058	 3	 2300	 8	
10914	20120104	 724.wav	 11609	 5	 259	 5	
10914	20120104	 601.wav	 1491	 4	 1239	 5	
10914	20120104	 378.wav	 5832	 5	 1720	 6	
10914	20120104	 732.wav	 2047	 3	 3269	 6	
10914	20120104	 261.wav	 1866	 3	 2064	 7	
10914	20120104	 221.wav	 4624	 6	 883	 4	
10914	20120104	 712.wav	 659	 1	 3379	 7	
10914	20120104	 720.wav	 2386	 5	 11289	 5	
10914	20120104	 289.wav	 11743	 6	 819	 6	
10914	20120104	 110.wav	 1430	 4	 742	 1	
10914	20120104	 376.wav	 1341	 6	 937	 3	
10914	20120104	 241.wav	 551	 7	 2717	 6	
10914	20120104	 226.wav	 4384	 7	 2270	 4	
10914	20120104	 815.wav	 1317	 3	 2017	 3	
10914	20120104	 275.wav	 522	 1	 447	 8	
10914	20120104	 705.wav	 3475	 7	 510	 5	
10914	20120104	 260.wav	 6207	 7	 481	 8	
10914	20120104	 367.wav	 2619	 2	 2682	 1	
10914	20120104	 352.wav	 8909	 4	 2366	 5	
10914	20120104	 708.wav	 5001	 3	 7011	 6	
10914	20120104	 602.wav	 1605	 7	 1942	 7	
10914	20120104	 502.wav	 4582	 5	 1364	 8	
10914	20120104	 728.wav	 2368	 8	 913	 5	
10914	20120104	 700.wav	 577	 5	 292	 5	
10914	20120104	 713.wav	 9346	 3	 1362	 7	
10914	20120104	 171.wav	 1640	 8	 5103	 5	
10914	20120104	 808.wav	 471	 3	 464	 5	
10914	20120104	 816.wav	 1348	 3	 1200	 3	
10914	20120104	 115.wav	 3025	 3	 680	 7	
10914	20120104	 820.wav	 593	 4	 2580	 4	
10914	20120104	 105.wav	 1874	 7	 2576	 6	
10914	20120104	 355.wav	 3730	 3	 450	 6	
10914	20120104	 311.wav	 636	 3	 365	 5	
10914	20120104	 363.wav	 9715	 4	 376	 4	
10914	20120104	 817.wav	 2173	 3	 1166	 3	
10914	20120104	 353.wav	 404	 8	 663	 3	
10914	20120104	 624.wav	 1734	 3	 1235	 7	
10914	20120104	 627.wav	 7051	 5	 298	 5	
10914	20120104	 224.wav	 928	 4	 1260	 2	
10914	20120104	 722.wav	 2052	 5	 1267	 5	
10914	20120104	 262.wav	 2736	 9	 3266	 6	
10914	20120104	 360.wav	 3918	 3	 1214	 3	
10914	20120104	 366.wav	 4791	 3	 292	 3	
10914	20120104	 422.wav	 3241	 2	 1391	 7	
10914	20120104	 424.wav	 1014	 2	 328	 8	
10914	20120104	 277.wav	 2277	 1	 505	 9	
10914	20120104	 375.wav	 2618	 7	 4536	 4	
10914	20120104	 802.wav	 5016	 6	 1436	 4	
10914	20120104	 420.wav	 1857	 3	 864	 7	
10914	20120104	 711.wav	 377	 2	 1677	 6	
10914	20120104	 719.wav	 3485	 3	 711	 7	
10914	20120104	 255.wav	 2439	 3	 325	 8	
10914	20120104	 113.wav	 509	 7	 420	 5	
10914	20120104	 116.wav	 3253	 3	 1073	 7	
10914	20120104	 377.wav	 2120	 1	 524	 5	
10914	20120104	 322.wav	 2019	 3	 1554	 5	
10914	20120104	 373.wav	 2465	 3	 2599	 6	
10914	20120104	 132.wav	 2296	 5	 509	 6	
10914	20120104	 368.wav	 1141	 3	 785	 6	
10914	20120104	 252.wav	 536	 8	 733	 3	
10914	20120104	 111.wav	 2752	 7	 1801	 3	
10914	20120104	 698.wav	 2089	 6	 3453	 5	
10914	20120104	 276.wav	 560	 2	 1108	 8	
10914	20120104	 170.wav	 2737	 5	 3075	 6	
10914	20120104	 296.wav	 1503	 5	 1115	 7	
10914	20120104	 717.wav	 362	 2	 399	 1	
10914	20120104	 701.wav	 754	 5	 2791	 5	
10914	20120104	 374.wav	 1591	 4	 256	 6	
10914	20120104	 sarahordaz.wav	 5333	 7	 3450	 3	
10915	20120105	 375.wav	 2866	 5	 3334	 4	
10915	20120105	 720.wav	 3856	 6	 9802	 3	
10915	20120105	 220.wav	 5270	 7	 1423	 1	
10915	20120105	 717.wav	 634	 1	 668	 1	
10915	20120105	 713.wav	 1829	 5	 2116	 9	
10915	20120105	 262.wav	 9192	 5	 1773	 8	
10915	20120105	 719.wav	 987	 9	 3709	 4	
10915	20120105	 277.wav	 1600	 9	 1745	 1	
10915	20120105	 275.wav	 1054	 9	 1229	 3	
10915	20120105	 365.wav	 3969	 5	 8823	 8	
10915	20120105	 698.wav	 614	 1	 4072	 6	
10915	20120105	 374.wav	 1597	 5	 1134	 5	
10915	20120105	 171.wav	 1468	 1	 3272	 5	
10915	20120105	 252.wav	 1376	 9	 4274	 5	
10915	20120105	 260.wav	 484	 9	 2764	 4	
10915	20120105	 724.wav	 1071	 4	 2838	 6	
10915	20120105	 261.wav	 605	 1	 1799	 1	
10915	20120105	 276.wav	 1531	 6	 2854	 3	
10915	20120105	 701.wav	 3077	 5	 1264	 3	
10915	20120105	 377.wav	 489	 5	 265	 5	
10915	20120105	 221.wav	 589	 1	 1296	 8	
10915	20120105	 815.wav	 623	 1	 362	 1	
10915	20120105	 255.wav	 2088	 9	 4037	 3	
10915	20120105	 705.wav	 279	 1	 2040	 5	
10915	20120105	 712.wav	 390	 9	 458	 3	
10915	20120105	 241.wav	 532	 7	 259	 5	
10915	20120105	 714.wav	 1717	 2	 2794	 3	
10915	20120105	 373.wav	 1020	 9	 4725	 6	
10915	20120105	 111.wav	 375	 1	 1154	 9	
10915	20120105	 360.wav	 1934	 9	 3121	 5	
10915	20120105	 708.wav	 1723	 5	 480	 7	
10915	20120105	 820.wav	 2160	 2	 2578	 7	
10915	20120105	 366.wav	 998	 1	 240	 1	
10915	20120105	 106.wav	 2813	 4	 1324	 2	
10915	20120105	 115.wav	 386	 9	 4373	 1	
10915	20120105	 502.wav	 1027	 7	 8308	 4	
10915	20120105	 224.wav	 1575	 3	 753	 7	
10915	20120105	 420.wav	 543	 9	 244	 1	
10915	20120105	 382.wav	 1479	 1	 2854	 8	
10915	20120105	 363.wav	 588	 5	 263	 5	
10915	20120105	 709.wav	 2489	 8	 2820	 6	
10915	20120105	 802.wav	 1787	 1	 349	 1	
10915	20120105	 723.wav	 802	 5	 309	 5	
10915	20120105	 722.wav	 1806	 4	 598	 7	
10915	20120105	 716.wav	 730	 1	 495	 1	
10915	20120105	 424.wav	 713	 8	 1223	 2	
10915	20120105	 353.wav	 379	 3	 959	 8	
10915	20120105	 602.wav	 339	 1	 649	 9	
10915	20120105	 244.wav	 3100	 6	 3078	 6	
10915	20120105	 355.wav	 2857	 5	 278	 5	
10915	20120105	 358.wav	 328	 1	 1806	 4	
10915	20120105	 624.wav	 4240	 3	 292	 3	
10915	20120105	 296.wav	 2472	 9	 4005	 5	
10915	20120105	 289.wav	 3803	 6	 1224	 2	
10915	20120105	 370.wav	 2729	 6	 1411	 6	
10915	20120105	 816.wav	 347	 1	 192	 1	
10915	20120105	 254.wav	 2670	 6	 459	 3	
10915	20120105	 711.wav	 478	 8	 215	 1	
10915	20120105	 368.wav	 1331	 5	 841	 5	
10915	20120105	 311.wav	 307	 2	 283	 3	
10915	20120105	 116.wav	 13	 9	 313	 1	
10915	20120105	 732.wav	 423	 9	 1162	 1	
10915	20120105	 378.wav	 771	 9	 175	 6	
10915	20120105	 626.wav	 2778	 7	 362	 6	
10915	20120105	 376.wav	 6011	 2	 700	 8	
10915	20120105	 105.wav	 2722	 6	 269	 7	
10915	20120105	 700.wav	 2549	 5	 607	 5	
10915	20120105	 170.wav	 419	 1	 389	 9	
10915	20120105	 352.wav	 1006	 6	 207	 9	
10915	20120105	 627.wav	 2017	 4	 7273	 7	
10915	20120105	 322.wav	 1437	 3	 1485	 6	
