Subj	Date	SoundStim	arousal1.RT	arousal1.RESP	valence1.RT	valence1.RESP
10915	20120105	 113.wav	 404	 1	 871	 9	
10915	20120105	 601.wav	 374	 9	 714	 4	
10915	20120105	 415.wav	 608	 1	 306	 1	
10915	20120105	 sarahordaz.wav	 915	 3	 1400	 8	
10915	20120105	 367.wav	 316	 1	 315	 1	
10915	20120105	 110.wav	 809	 1	 235	 6	
10915	20120105	 808.wav	 1035	 3	 500	 7	
10915	20120105	 728.wav	 442	 5	 284	 5	
10915	20120105	 226.wav	 1164	 4	 1361	 4	
10915	20120105	 284.wav	 309	 9	 252	 1	
10915	20120105	 132.wav	 293	 1	 301	 9	
10915	20120105	 817.wav	 522	 3	 911	 2	
10915	20120105	 351.wav	 1388	 4	 2605	 7	
10915	20120105	 422.wav	 501	 5	 364	 5	
10918	20120110	 sarahordaz.wav	 7794	 7	 12344	 3	
10918	20120110	 262.wav	 2720	 8	 3779	 5	
10918	20120110	 723.wav	 3927	 4	 5550	 4	
10918	20120110	 714.wav	 4882	 2	 4082	 8	
10918	20120110	 367.wav	 4068	 3	 6301	 6	
10918	20120110	 132.wav	 3229	 3	 3025	 7	
10918	20120110	 815.wav	 2315	 2	 3503	 6	
10918	20120110	 728.wav	 2588	 7	 3069	 4	
10918	20120110	 116.wav	 691	 2	 2146	 7	
10918	20120110	 244.wav	 1187	 3	 1174	 8	
10918	20120110	 720.wav	 4087	 4	 1065	 5	
10918	20120110	 709.wav	 3247	 2	 1036	 7	
10918	20120110	 705.wav	 4820	 6	 4599	 6	
10918	20120110	 355.wav	 1263	 2	 567	 7	
10918	20120110	 353.wav	 893	 4	 1628	 4	
10918	20120110	 808.wav	 1859	 1	 1489	 8	
10918	20120110	 415.wav	 1939	 3	 4237	 6	
10918	20120110	 719.wav	 381	 1	 1657	 8	
10918	20120110	 277.wav	 534	 1	 1244	 9	
10918	20120110	 110.wav	 3735	 3	 1072	 3	
10918	20120110	 363.wav	 320	 3	 767	 7	
10918	20120110	 420.wav	 1792	 3	 513	 8	
10918	20120110	 375.wav	 905	 4	 1230	 5	
10918	20120110	 351.wav	 2039	 4	 1558	 3	
10918	20120110	 113.wav	 3297	 3	 763	 7	
10918	20120110	 261.wav	 2391	 2	 568	 7	
10918	20120110	 370.wav	 2286	 8	 1506	 3	
10918	20120110	 502.wav	 618	 3	 4923	 8	
10918	20120110	 701.wav	 5484	 3	 1195	 4	
10918	20120110	 698.wav	 3705	 3	 3673	 7	
10918	20120110	 276.wav	 506	 1	 464	 9	
10918	20120110	 717.wav	 1797	 3	 614	 4	
10918	20120110	 424.wav	 4057	 4	 6546	 6	
10918	20120110	 105.wav	 621	 3	 2679	 4	
10918	20120110	 376.wav	 1110	 4	 428	 7	
10918	20120110	 284.wav	 757	 2	 570	 9	
10918	20120110	 724.wav	 3046	 5	 8033	 4	
10918	20120110	 711.wav	 397	 2	 368	 7	
10918	20120110	 366.wav	 3570	 3	 2537	 4	
10918	20120110	 373.wav	 3690	 4	 2963	 7	
10918	20120110	 220.wav	 11404	 3	 2693	 5	
10918	20120110	 700.wav	 4309	 5	 3309	 6	
10918	20120110	 115.wav	 4880	 3	 3105	 7	
10918	20120110	 601.wav	 531	 2	 720	 8	
10918	20120110	 171.wav	 2022	 6	 5853	 5	
10918	20120110	 254.wav	 3772	 3	 932	 6	
10918	20120110	 170.wav	 1116	 8	 2593	 2	
10918	20120110	 378.wav	 2147	 3	 3037	 4	
10918	20120110	 255.wav	 1639	 2	 1207	 9	
10918	20120110	 712.wav	 352	 1	 557	 8	
10918	20120110	 820.wav	 386	 3	 1166	 1	
10918	20120110	 296.wav	 3903	 3	 1200	 7	
10918	20120110	 722.wav	 1233	 2	 3879	 6	
10918	20120110	 627.wav	 2049	 6	 6695	 3	
10918	20120110	 226.wav	 416	 3	 3250	 2	
10918	20120110	 322.wav	 3389	 4	 4547	 6	
10918	20120110	 713.wav	 530	 2	 3830	 7	
10918	20120110	 224.wav	 3538	 2	 315	 7	
10918	20120110	 360.wav	 1332	 3	 2121	 7	
10918	20120110	 377.wav	 2256	 9	 1998	 2	
10918	20120110	 275.wav	 1589	 1	 1332	 9	
10918	20120110	 289.wav	 1768	 2	 5226	 9	
10918	20120110	 352.wav	 761	 3	 1293	 5	
10918	20120110	 368.wav	 423	 3	 642	 6	
10918	20120110	 311.wav	 366	 2	 659	 4	
10918	20120110	 802.wav	 3622	 4	 2259	 4	
10918	20120110	 708.wav	 2689	 2	 332	 7	
10918	20120110	 626.wav	 354	 2	 534	 8	
10918	20120110	 358.wav	 953	 3	 2428	 6	
10918	20120110	 106.wav	 4515	 3	 6355	 8	
10918	20120110	 374.wav	 1370	 7	 325	 4	
10918	20120110	 221.wav	 3853	 4	 704	 3	
10918	20120110	 382.wav	 1339	 4	 2079	 7	
10918	20120110	 817.wav	 969	 3	 677	 5	
10918	20120110	 624.wav	 11172	 2	 2199	 8	
10918	20120110	 111.wav	 1977	 4	 2331	 5	
10918	20120110	 422.wav	 2353	 2	 267	 7	
10918	20120110	 241.wav	 495	 4	 353	 8	
10918	20120110	 716.wav	 6620	 3	 2347	 5	
10918	20120110	 732.wav	 263	 2	 1328	 7	
10918	20120110	 602.wav	 330	 3	 2175	 7	
10918	20120110	 816.wav	 555	 6	 1871	 3	
10918	20120110	 252.wav	 925	 6	 1522	 3	
10918	20120110	 260.wav	 636	 3	 397	 7	
10918	20120110	 365.wav	 2590	 3	 3430	 4	
10920	20120118	 255.wav	 3394	 5	 409	 5	
10920	20120118	 502.wav	 1361	 5	 477	 5	
10920	20120118	 170.wav	 359	 5	 236	 5	
10920	20120118	 624.wav	 321	 5	 232	 5	
10920	20120118	 262.wav	 268	 5	 253	 5	
10920	20120118	 115.wav	 878	 5	 414	 5	
10920	20120118	 602.wav	 424	 5	 395	 5	
10920	20120118	 277.wav	 447	 5	 353	 5	
10920	20120118	 708.wav	 382	 5	 282	 5	
10920	20120118	 284.wav	 12857	 5	 406	 5	
10920	20120118	 415.wav	 1096	 5	 406	 5	
10920	20120118	 709.wav	 1736	 5	 307	 5	
10920	20120118	 113.wav	 462	 5	 325	 5	
10920	20120118	 370.wav	 930	 5	 368	 5	
10920	20120118	 351.wav	 878	 5	 293	 5	
10920	20120118	 376.wav	 2823	 5	 309	 5	
10920	20120118	 601.wav	 1349	 5	 512	 5	
10920	20120118	 358.wav	 3607	 5	 317	 5	
10920	20120118	 375.wav	 972	 5	 280	 5	
10920	20120118	 366.wav	 499	 5	 346	 5	
10920	20120118	 368.wav	 2287	 5	 308	 5	
10920	20120118	 360.wav	 2636	 5	 427	 5	
10920	20120118	 260.wav	 1598	 5	 288	 5	
10920	20120118	 261.wav	 11866	 5	 284	 5	
10920	20120118	 717.wav	 8422	 5	 340	 5	
10920	20120118	 816.wav	 15295	 5	 430	 5	
10920	20120118	 244.wav	 1695	 5	 285	 5	
10920	20120118	 382.wav	 1674	 5	 280	 5	
10920	20120118	 424.wav	 2924	 5	 5246	 5	
10920	20120118	 374.wav	 1046	 5	 366	 5	
10920	20120118	 711.wav	 2111	 5	 276	 5	
10920	20120118	 367.wav	 531	 5	 346	 5	
10920	20120118	 820.wav	 4403	 5	 4630	 5	
10920	20120118	 221.wav	 2035	 5	 330	 5	
10920	20120118	 815.wav	 393	 5	 283	 5	
10920	20120118	 106.wav	 315	 5	 378	 5	
10920	20120118	 712.wav	 7284	 5	 336	 5	
10920	20120118	 276.wav	 884	 5	 604	 5	
10920	20120118	 353.wav	 991	 5	 314	 5	
10920	20120118	 105.wav	 1543	 5	 2370	 5	
10920	20120118	 720.wav	 387	 5	 478	 5	
10920	20120118	 365.wav	 479	 5	 342	 5	
10920	20120118	 352.wav	 482	 5	 2177	 5	
10920	20120118	 355.wav	 443	 5	 909	 5	
10920	20120118	 817.wav	 1581	 5	 559	 5	
10920	20120118	 722.wav	 1972	 5	 549	 5	
10920	20120118	 698.wav	 307	 5	 305	 5	
10920	20120118	 311.wav	 625	 5	 514	 5	
10920	20120118	 171.wav	 527	 5	 437	 5	
10920	20120118	 sarahordaz.wav	 1537	 5	 285	 5	
10920	20120118	 241.wav	 4213	 5	 353	 5	
10920	20120118	 732.wav	 2215	 5	 360	 5	
10920	20120118	 420.wav	 764	 5	 401	 5	
10920	20120118	 296.wav	 478	 5	 407	 5	
10920	20120118	 705.wav	 441	 5	 314	 5	
10920	20120118	 701.wav	 470	 5	 471	 5	
10920	20120118	 700.wav	 565	 5	 426	 5	
10920	20120118	 322.wav	 5063	 5	 289	 5	
10920	20120118	 802.wav	 2860	 5	 320	 5	
10920	20120118	 275.wav	 376	 5	 252	 5	
10920	20120118	 373.wav	 623	 5	 248	 5	
10920	20120118	 422.wav	 9252	 5	 367	 5	
10920	20120118	 723.wav	 355	 5	 263	 5	
10920	20120118	 226.wav	 1438	 5	 246	 5	
10920	20120118	 728.wav	 3690	 5	 277	 5	
10920	20120118	 289.wav	 1156	 5	 216	 5	
10920	20120118	 132.wav	 305	 5	 241	 5	
10920	20120118	 254.wav	 2609	 5	 1656	 5	
10920	20120118	 626.wav	 3995	 5	 227	 5	
10920	20120118	 110.wav	 1443	 5	 387	 5	
10920	20120118	 808.wav	 2143	 5	 3761	 5	
10920	20120118	 724.wav	 986	 5	 341	 5	
10920	20120118	 111.wav	 1534	 5	 243	 5	
10920	20120118	 224.wav	 460	 5	 332	 5	
10920	20120118	 713.wav	 2221	 5	 284	 5	
10920	20120118	 719.wav	 449	 5	 379	 5	
10920	20120118	 363.wav	 1122	 5	 455	 5	
10920	20120118	 252.wav	 378	 5	 386	 5	
10920	20120118	 116.wav	 794	 5	 381	 5	
10920	20120118	 627.wav	 493	 5	 293	 5	
10920	20120118	 377.wav	 371	 5	 224	 5	
10920	20120118	 716.wav	 361	 5	 294	 5	
10920	20120118	 378.wav	 1768	 5	 267	 5	
10920	20120118	 220.wav	 586	 5	 758	 5	
10920	20120118	 714.wav	 10967	 5	 251	 5	
10923	20120119	 422.wav	 3475	 5	 8453	 4	
10923	20120119	 113.wav	 3620	 2	 5465	 4	
10923	20120119	 sarahordaz.wav	 5569	 7	 4574	 3	
10923	20120119	 311.wav	 1099	 5	 2605	 5	
10923	20120119	 220.wav	 4172	 9	 3224	 2	
10923	20120119	 815.wav	 5603	 2	 1092	 3	
10923	20120119	 115.wav	 891	 5	 1722	 5	
10923	20120119	 376.wav	 5897	 2	 2052	 8	
10923	20120119	 365.wav	 1402	 5	 907	 5	
10923	20120119	 276.wav	 5419	 6	 2416	 3	
10923	20120119	 170.wav	 3469	 5	 1467	 5	
10923	20120119	 351.wav	 805	 5	 814	 5	
10923	20120119	 627.wav	 2075	 5	 1341	 6	
10923	20120119	 709.wav	 3802	 8	 1979	 2	
10923	20120119	 363.wav	 972	 5	 848	 5	
10923	20120119	 714.wav	 3433	 5	 1466	 3	
10923	20120119	 720.wav	 1414	 8	 2755	 3	
10923	20120119	 820.wav	 2373	 2	 6577	 4	
10923	20120119	 732.wav	 1642	 5	 2327	 3	
10923	20120119	 717.wav	 2847	 1	 4100	 2	
10923	20120119	 224.wav	 4794	 8	 4759	 2	
10923	20120119	 624.wav	 8021	 3	 2210	 4	
10923	20120119	 802.wav	 604	 5	 1565	 5	
10923	20120119	 116.wav	 3836	 6	 2730	 5	
10923	20120119	 355.wav	 1247	 5	 788	 5	
10923	20120119	 415.wav	 894	 5	 852	 5	
10923	20120119	 254.wav	 1819	 5	 2456	 5	
10923	20120119	 816.wav	 1007	 5	 2016	 5	
10923	20120119	 375.wav	 998	 5	 3066	 5	
10923	20120119	 719.wav	 2133	 8	 2380	 2	
10923	20120119	 277.wav	 1896	 5	 2667	 5	
10923	20120119	 374.wav	 1497	 5	 1252	 5	
10923	20120119	 377.wav	 386	 5	 610	 5	
10923	20120119	 705.wav	 894	 5	 785	 5	
10923	20120119	 261.wav	 1509	 9	 4332	 1	
10923	20120119	 698.wav	 3138	 5	 2857	 8	
10923	20120119	 171.wav	 4124	 5	 328	 5	
10923	20120119	 424.wav	 2792	 5	 1708	 4	
10923	20120119	 353.wav	 895	 5	 2041	 5	
10923	20120119	 111.wav	 2368	 8	 7252	 4	
10923	20120119	 255.wav	 2671	 8	 1825	 5	
10923	20120119	 241.wav	 743	 5	 746	 5	
10923	20120119	 626.wav	 485	 5	 10116	 5	
10923	20120119	 712.wav	 1225	 5	 1250	 2	
10923	20120119	 420.wav	 660	 5	 474	 5	
10923	20120119	 105.wav	 5097	 5	 2020	 5	
10923	20120119	 808.wav	 525	 5	 303	 5	
10923	20120119	 700.wav	 555	 5	 7866	 6	
10923	20120119	 378.wav	 3102	 5	 1681	 4	
10923	20120119	 289.wav	 8340	 4	 1092	 5	
10923	20120119	 723.wav	 1108	 5	 634	 5	
10923	20120119	 728.wav	 8000	 7	 1818	 3	
10923	20120119	 284.wav	 3444	 6	 4954	 3	
10923	20120119	 373.wav	 5403	 4	 4084	 6	
10923	20120119	 275.wav	 3270	 6	 1865	 2	
10923	20120119	 716.wav	 5599	 2	 2828	 3	
10923	20120119	 701.wav	 887	 5	 525	 5	
10923	20120119	 352.wav	 693	 5	 484	 5	
10923	20120119	 722.wav	 518	 5	 365	 5	
10923	20120119	 360.wav	 5633	 5	 1779	 4	
10923	20120119	 370.wav	 457	 5	 819	 5	
10923	20120119	 260.wav	 1653	 9	 4399	 2	
10923	20120119	 602.wav	 1505	 2	 2580	 9	
10923	20120119	 724.wav	 1744	 9	 2051	 1	
10923	20120119	 367.wav	 7477	 2	 1000	 3	
10923	20120119	 368.wav	 461	 5	 419	 5	
10923	20120119	 817.wav	 445	 5	 330	 5	
10923	20120119	 366.wav	 5442	 7	 6464	 4	
10923	20120119	 132.wav	 447	 5	 428	 5	
10923	20120119	 110.wav	 2138	 7	 4849	 4	
10923	20120119	 296.wav	 8787	 5	 2700	 5	
10923	20120119	 106.wav	 7003	 3	 6332	 6	
10923	20120119	 244.wav	 3235	 5	 417	 5	
10923	20120119	 262.wav	 487	 5	 485	 5	
10923	20120119	 322.wav	 488	 5	 1406	 5	
10923	20120119	 382.wav	 467	 5	 697	 5	
10923	20120119	 221.wav	 333	 5	 332	 5	
10923	20120119	 708.wav	 1882	 9	 1833	 1	
10923	20120119	 252.wav	 2187	 7	 1811	 3	
10923	20120119	 601.wav	 501	 5	 488	 5	
10923	20120119	 502.wav	 1903	 6	 1194	 4	
10923	20120119	 226.wav	 406	 5	 455	 5	
10923	20120119	 711.wav	 604	 5	 3325	 3	
10923	20120119	 713.wav	 1041	 4	 4790	 4	
10923	20120119	 358.wav	 494	 5	 388	 5	
10927	20120128	 171.wav	 2168	 5	 1276	 6	
10927	20120128	 358.wav	 500	 8	 3494	 3	
10927	20120128	 714.wav	 2562	 7	 658	 3	
10927	20120128	 322.wav	 7412	 4	 1674	 2	
10927	20120128	 728.wav	 705	 5	 1570	 3	
10927	20120128	 132.wav	 2673	 4	 1611	 5	
10927	20120128	 701.wav	 2983	 5	 407	 5	
10927	20120128	 220.wav	 470	 6	 396	 4	
10927	20120128	 820.wav	 1269	 2	 571	 2	
10927	20120128	 355.wav	 2059	 3	 1672	 4	
10927	20120128	 224.wav	 715	 4	 1250	 4	
10927	20120128	 370.wav	 1216	 3	 349	 6	
10927	20120128	 353.wav	 1281	 2	 323	 6	
10927	20120128	 698.wav	 1080	 5	 603	 5	
10927	20120128	 724.wav	 1172	 6	 328	 5	
10927	20120128	 627.wav	 7706	 5	 1481	 5	
10927	20120128	 111.wav	 537	 4	 2024	 7	
10927	20120128	 244.wav	 2318	 7	 4269	 3	
10927	20120128	 424.wav	 276	 9	 1838	 2	
10927	20120128	 817.wav	 261	 4	 322	 2	
10927	20120128	 368.wav	 3033	 5	 874	 4	
10927	20120128	 601.wav	 298	 6	 997	 4	
10927	20120128	 275.wav	 1186	 9	 1098	 1	
10927	20120128	 373.wav	 1146	 5	 565	 5	
10927	20120128	 420.wav	 530	 8	 2148	 3	
10927	20120128	 115.wav	 965	 9	 2873	 2	
10927	20120128	 708.wav	 1497	 5	 972	 6	
10927	20120128	 366.wav	 412	 4	 385	 4	
10927	20120128	 720.wav	 307	 8	 1642	 2	
10927	20120128	 260.wav	 409	 6	 2050	 4	
10927	20120128	 254.wav	 1142	 4	 288	 3	
10927	20120128	 712.wav	 403	 8	 1028	 1	
10927	20120128	 716.wav	 670	 3	 504	 3	
10927	20120128	 262.wav	 1592	 4	 2021	 8	
10927	20120128	 352.wav	 384	 3	 296	 2	
10927	20120128	 709.wav	 299	 5	 374	 4	
10927	20120128	 376.wav	 319	 6	 442	 6	
10927	20120128	 375.wav	 2053	 5	 543	 4	
10927	20120128	 113.wav	 326	 5	 353	 5	
10927	20120128	 626.wav	 785	 7	 514	 3	
10927	20120128	 719.wav	 393	 8	 270	 1	
10927	20120128	 722.wav	 557	 4	 1396	 7	
10927	20120128	 713.wav	 665	 7	 1007	 3	
10927	20120128	 422.wav	 4760	 6	 280	 3	
10927	20120128	 382.wav	 304	 6	 234	 7	
10927	20120128	 808.wav	 960	 4	 2080	 3	
10927	20120128	 732.wav	 285	 8	 346	 2	
10927	20120128	 261.wav	 259	 7	 353	 3	
10927	20120128	 374.wav	 289	 5	 335	 5	
10927	20120128	 116.wav	 254	 8	 328	 1	
10927	20120128	 sarahordaz.wav	 301	 4	 336	 6	
10927	20120128	 226.wav	 4524	 3	 783	 6	
10927	20120128	 110.wav	 628	 2	 693	 7	
10927	20120128	 241.wav	 597	 7	 1185	 6	
10927	20120128	 711.wav	 67	 8	 329	 1	
10927	20120128	 360.wav	 458	 6	 2188	 3	
10927	20120128	 624.wav	 2785	 6	 3282	 2	
10927	20120128	 311.wav	 2462	 3	 1084	 4	
10927	20120128	 351.wav	 2483	 3	 578	 3	
10927	20120128	 717.wav	 2683	 3	 562	 3	
10927	20120128	 367.wav	 656	 3	 1210	 3	
10927	20120128	 700.wav	 341	 5	 364	 7	
10927	20120128	 602.wav	 267	 5	 337	 6	
10927	20120128	 105.wav	 1489	 7	 2671	 1	
10927	20120128	 377.wav	 450	 4	 788	 9	
10927	20120128	 815.wav	 1440	 5	 357	 5	
10927	20120128	 415.wav	 343	 4	 1522	 3	
10927	20120128	 289.wav	 743	 8	 266	 2	
10927	20120128	 705.wav	 284	 5	 634	 5	
10927	20120128	 277.wav	 511	 9	 1158	 2	
10927	20120128	 365.wav	 589	 3	 1145	 7	
10927	20120128	 816.wav	 366	 5	 258	 6	
10927	20120128	 802.wav	 1131	 6	 2459	 7	
10927	20120128	 106.wav	 561	 9	 1432	 7	
10927	20120128	 252.wav	 1191	 4	 323	 9	
10927	20120128	 502.wav	 450	 7	 268	 1	
10927	20120128	 296.wav	 346	 8	 421	 2	
10927	20120128	 284.wav	 829	 9	 1126	 1	
10927	20120128	 378.wav	 315	 6	 418	 3	
10927	20120128	 170.wav	 694	 7	 1033	 3	
10927	20120128	 363.wav	 859	 3	 417	 3	
10927	20120128	 723.wav	 334	 6	 349	 4	
10927	20120128	 276.wav	 1295	 9	 450	 1	
10927	20120128	 255.wav	 280	 9	 514	 1	
10927	20120128	 221.wav	 879	 5	 2841	 4	
10931	20120202	 713.wav	 4700	 6	 3540	 3	
10931	20120202	 221.wav	 2140	 3	 2248	 4	
10931	20120202	 220.wav	 4927	 4	 1230	 3	
10931	20120202	 717.wav	 5171	 5	 2964	 4	
10931	20120202	 368.wav	 4461	 5	 999	 3	
10931	20120202	 378.wav	 2561	 6	 2098	 4	
10931	20120202	 424.wav	 3606	 7	 3828	 3	
10931	20120202	 724.wav	 3767	 5	 3084	 4	
10931	20120202	 241.wav	 9368	 7	 3741	 5	
10931	20120202	 111.wav	 1701	 5	 554	 5	
10931	20120202	 808.wav	 2248	 4	 1230	 4	
10931	20120202	 382.wav	 584	 5	 403	 5	
10931	20120202	 105.wav	 4983	 7	 803	 3	
10931	20120202	 352.wav	 4093	 6	 9237	 4	
10931	20120202	 226.wav	 1850	 4	 1626	 4	
10931	20120202	 171.wav	 1994	 2	 3810	 7	
10931	20120202	 296.wav	 3730	 7	 2170	 3	
10931	20120202	 722.wav	 2845	 5	 4794	 6	
10931	20120202	 365.wav	 2993	 5	 2688	 3	
10931	20120202	 817.wav	 1948	 5	 1806	 4	
10931	20120202	 376.wav	 2440	 6	 2527	 5	
10931	20120202	 719.wav	 2947	 7	 4116	 4	
10931	20120202	 711.wav	 3565	 7	 580	 4	
10931	20120202	 700.wav	 455	 5	 2311	 5	
10931	20120202	 708.wav	 537	 5	 583	 5	
10931	20120202	 224.wav	 1714	 4	 567	 5	
10931	20120202	 261.wav	 2277	 7	 4720	 4	
10931	20120202	 601.wav	 854	 5	 1421	 3	
10931	20120202	 311.wav	 1967	 5	 738	 3	
10931	20120202	 115.wav	 1767	 5	 6177	 2	
10931	20120202	 602.wav	 1173	 2	 2535	 8	
10931	20120202	 254.wav	 416	 5	 1234	 5	
10931	20120202	 375.wav	 474	 5	 379	 5	
10931	20120202	 728.wav	 752	 6	 749	 4	
10931	20120202	 132.wav	 392	 5	 596	 5	
10931	20120202	 360.wav	 3640	 4	 756	 4	
10931	20120202	 366.wav	 934	 5	 395	 5	
10931	20120202	 714.wav	 1400	 6	 530	 4	
10931	20120202	 106.wav	 7832	 4	 431	 4	
10931	20120202	 701.wav	 447	 5	 408	 5	
10931	20120202	 723.wav	 450	 5	 436	 5	
10931	20120202	 373.wav	 4462	 5	 288	 5	
10931	20120202	 374.wav	 3394	 4	 289	 5	
10931	20120202	 116.wav	 565	 5	 2313	 3	
10931	20120202	 351.wav	 3125	 5	 2086	 4	
10931	20120202	 255.wav	 2924	 6	 1511	 4	
10931	20120202	 709.wav	 4257	 7	 2956	 5	
10931	20120202	 289.wav	 5262	 7	 3526	 4	
10931	20120202	 353.wav	 1102	 5	 1652	 4	
10931	20120202	 422.wav	 1571	 6	 446	 4	
10931	20120202	 820.wav	 405	 5	 407	 4	
10931	20120202	 815.wav	 341	 5	 835	 3	
10931	20120202	 284.wav	 4427	 8	 3214	 3	
10931	20120202	 370.wav	 2543	 4	 4529	 6	
10931	20120202	 355.wav	 2980	 6	 2283	 5	
10931	20120202	 732.wav	 1856	 6	 807	 4	
10931	20120202	 698.wav	 955	 5	 1495	 6	
10931	20120202	 113.wav	 1536	 6	 644	 5	
10931	20120202	 367.wav	 4324	 6	 605	 5	
10931	20120202	 262.wav	 903	 6	 2076	 6	
10931	20120202	 802.wav	 464	 5	 3441	 4	
10931	20120202	 624.wav	 4332	 6	 387	 4	
10931	20120202	 sarahordaz.wav	 1331	 7	 1169	 5	
10931	20120202	 627.wav	 7083	 3	 2255	 7	
10931	20120202	 252.wav	 5735	 6	 316	 5	
10931	20120202	 276.wav	 2474	 7	 736	 3	
10931	20120202	 275.wav	 1942	 7	 522	 3	
10931	20120202	 110.wav	 6144	 4	 1141	 4	
10931	20120202	 705.wav	 385	 5	 341	 5	
10931	20120202	 415.wav	 2217	 4	 289	 4	
10931	20120202	 358.wav	 441	 5	 426	 5	
10931	20120202	 170.wav	 2838	 5	 1572	 6	
10931	20120202	 260.wav	 453	 6	 358	 4	
10931	20120202	 322.wav	 324	 6	 419	 4	
10931	20120202	 712.wav	 2061	 6	 362	 4	
10931	20120202	 244.wav	 1483	 7	 257	 4	
10931	20120202	 502.wav	 379	 6	 463	 4	
10931	20120202	 816.wav	 1696	 4	 350	 4	
10931	20120202	 420.wav	 2558	 6	 320	 4	
10931	20120202	 626.wav	 599	 6	 410	 4	
10931	20120202	 716.wav	 5759	 4	 347	 4	
10931	20120202	 720.wav	 2757	 5	 319	 5	
10931	20120202	 277.wav	 805	 7	 728	 3	
10931	20120202	 363.wav	 909	 5	 363	 5	
10931	20120202	 377.wav	 2863	 6	 307	 4	
10935	20120217	 720.wav	 2368	 5	 5923	 4	
10935	20120217	 714.wav	 2212	 7	 2465	 1	
10935	20120217	 260.wav	 4504	 7	 2499	 2	
10935	20120217	 424.wav	 1870	 8	 3425	 1	
10935	20120217	 221.wav	 1871	 2	 5057	 7	
10935	20120217	 415.wav	 2300	 5	 4167	 7	
10935	20120217	 220.wav	 4828	 3	 3302	 4	
10935	20120217	 700.wav	 1906	 5	 2041	 6	
10935	20120217	 224.wav	 1558	 4	 2382	 3	
10935	20120217	 322.wav	 1454	 4	 2544	 3	
10935	20120217	 276.wav	 2436	 9	 906	 1	
10935	20120217	 802.wav	 1431	 1	 4600	 5	
10935	20120217	 375.wav	 2777	 3	 1770	 6	
10935	20120217	 626.wav	 2853	 7	 2079	 2	
10935	20120217	 705.wav	 2854	 5	 1336	 6	
10935	20120217	 701.wav	 2234	 5	 2883	 5	
10935	20120217	 377.wav	 1378	 1	 1242	 1	
10935	20120217	 602.wav	 1961	 1	 2137	 3	
10935	20120217	 820.wav	 1189	 1	 1546	 4	
10935	20120217	 732.wav	 3185	 6	 4442	 2	
10935	20120217	 724.wav	 3228	 6	 1797	 2	
10935	20120217	 284.wav	 3714	 9	 3897	 3	
10935	20120217	 110.wav	 1056	 1	 3097	 4	
10935	20120217	 170.wav	 1261	 1	 1643	 9	
10935	20120217	 366.wav	 2788	 3	 2168	 3	
10935	20120217	 113.wav	 1593	 1	 3301	 6	
10935	20120217	 241.wav	 1764	 6	 2124	 3	
10935	20120217	 808.wav	 1094	 8	 2017	 1	
10935	20120217	 378.wav	 4167	 2	 2811	 3	
10935	20120217	 370.wav	 2538	 1	 3497	 2	
10935	20120217	 261.wav	 2524	 7	 2639	 2	
10935	20120217	 116.wav	 2397	 7	 1065	 1	
10935	20120217	 708.wav	 2512	 6	 2015	 3	
10935	20120217	 244.wav	 1147	 8	 2479	 2	
10935	20120217	 713.wav	 3578	 7	 1458	 3	
10935	20120217	 171.wav	 1314	 1	 1313	 9	
10935	20120217	 367.wav	 2860	 3	 1545	 3	
10935	20120217	 422.wav	 1117	 9	 1284	 1	
10935	20120217	 355.wav	 2364	 4	 3036	 3	
10935	20120217	 106.wav	 2262	 8	 3363	 2	
10935	20120217	 275.wav	 2992	 6	 909	 2	
10935	20120217	 111.wav	 2024	 4	 1802	 7	
10935	20120217	 358.wav	 1699	 4	 3181	 6	
10935	20120217	 817.wav	 1771	 2	 2015	 1	
10935	20120217	 627.wav	 1388	 1	 1533	 9	
10935	20120217	 711.wav	 1356	 8	 1396	 1	
10935	20120217	 289.wav	 1820	 9	 2793	 3	
10935	20120217	 115.wav	 1918	 2	 1145	 1	
10935	20120217	 719.wav	 1433	 9	 978	 1	
10935	20120217	 709.wav	 1207	 9	 1528	 1	
10935	20120217	 296.wav	 1579	 8	 2291	 3	
10935	20120217	 353.wav	 807	 5	 1680	 6	
10935	20120217	 105.wav	 1090	 9	 1609	 1	
10935	20120217	 311.wav	 1341	 5	 1817	 3	
10935	20120217	 277.wav	 619	 9	 960	 1	
10935	20120217	 374.wav	 1460	 1	 2042	 3	
10935	20120217	 698.wav	 1487	 2	 2478	 8	
10935	20120217	 815.wav	 1476	 3	 1799	 3	
10935	20120217	 382.wav	 2096	 6	 2051	 5	
10935	20120217	 717.wav	 3400	 3	 2321	 4	
10935	20120217	 262.wav	 1289	 5	 1927	 8	
10935	20120217	 363.wav	 2799	 6	 3804	 3	
10935	20120217	 723.wav	 1866	 6	 1680	 3	
10935	20120217	 352.wav	 1560	 4	 1192	 3	
10935	20120217	 sarahordaz.wav	 1315	 1	 1530	 3	
10935	20120217	 624.wav	 1409	 7	 2153	 2	
10935	20120217	 365.wav	 1462	 3	 1884	 3	
10935	20120217	 716.wav	 2730	 5	 1385	 4	
10935	20120217	 132.wav	 1151	 1	 2483	 7	
10935	20120217	 722.wav	 1412	 5	 2321	 6	
10935	20120217	 420.wav	 1932	 6	 1651	 1	
10935	20120217	 255.wav	 1918	 6	 1533	 2	
10935	20120217	 351.wav	 1312	 2	 1927	 3	
